id,stem,terms,anticipation,joy,trust,fear,sadness,disgust,anger,surprise,positive,negative,none,total
6688,Diagon,diagonal,0,1,0,0,0,0,0,0,0,0,1,2
6689,Wurzel,wurzel,0,0,0,0,0,0,0,0,0,0,8,8
6690,Criado,bred,0,0,0,0,0,0,0,0,0,0,2,2
6691,Dique,dikes,0,0,0,0,0,0,0,0,0,0,1,1
6692,handedli,handedly,0,0,0,0,0,0,1,0,0,0,2,3
6693,Astray,astray,0,0,0,0,0,0,1,0,0,0,0,1
6694,Sobrepujado,outbid,0,1,0,0,0,0,0,0,0,0,0,1
6695,Trote,trotted trot,0,0,0,0,0,0,0,0,0,0,2,2
6696,mistyp,mistyping,0,0,0,0,0,0,0,0,0,0,2,2
6697,girafføl,giraffe,0,0,0,0,0,0,0,0,0,0,1,1
6698,Escolta,escort,0,0,0,0,0,1,0,0,0,0,2,3
6699,Arrastrero,trawlers trawler,0,1,0,0,0,0,0,1,0,0,1,3
6700,Jog,jog,0,0,0,0,0,0,0,0,0,0,1,1
6701,Triste,saddest,0,0,0,0,2,0,0,0,0,0,0,2
6702,Burlarse,jeer,0,0,0,0,0,0,0,0,0,0,3,3
6703,Revestido,clad,0,0,0,0,0,0,0,0,0,0,2,2
6704,subsidiari,subsidiaries subsidiary,0,1,0,0,0,0,1,0,0,0,0,2
6705,Bautizar,christened christen,0,6,4,0,0,0,0,0,3,0,4,17
6706,Dramaturgo,playwright,1,2,0,0,0,0,0,0,0,0,1,4
6707,Pegamento,glue,0,0,0,0,0,1,0,0,0,0,2,3
6708,Cubierta,deck,0,2,0,0,0,0,0,0,0,0,6,8
6709,propulss,propulsion,1,0,0,0,0,0,0,0,0,0,0,1
6710,Buque,vessels vessel,1,0,0,0,0,0,0,0,0,0,1,2
6711,footnot,footnotes,2,0,2,0,0,0,0,0,0,0,1,5
6712,interdepen,interdependent interdependencies interdependence,0,1,0,0,0,0,0,0,0,0,1,2
6713,apóstrofe,apostrophes apostrophe,1,2,0,0,0,0,0,1,1,1,4,10
6714,Fregona,mopping,0,1,0,0,1,0,0,0,0,0,1,3
6715,modernis,modernisation modernise,1,3,0,0,0,0,0,0,2,0,2,8
6716,superado,outspent,0,0,0,0,0,0,0,0,0,0,1,1
6717,Ascenso,ascent,0,0,0,0,0,0,0,0,0,0,1,1
6718,calamit,calamitous,0,1,0,0,1,0,0,0,0,0,2,4
6719,Patán,louts,0,0,0,0,0,0,0,0,0,0,1,1
6720,servitud,servitude,0,0,0,0,0,0,0,0,0,0,2,2
6721,Crouch,crouch,1,0,0,0,0,0,0,0,0,0,0,1
6722,cogniz,cognizant,0,0,0,0,0,0,0,0,0,0,1,1
6723,Dispuestos,unwillingness,0,0,0,0,0,0,0,0,0,0,1,1
6724,AMBITI,ambitious,1,1,0,0,0,0,0,1,3,0,1,7
6725,grudgingli,grudgingly,0,0,0,0,0,0,0,0,0,0,1,1
6726,sus,thereto,0,0,0,0,0,0,0,0,0,0,1,1
6727,certifi cado,certified,0,0,0,0,0,0,0,0,0,0,2,2
6728,retractado,recede,0,0,0,0,0,0,0,0,0,0,1,1
6729,Internacionalista,internationalist internationalists,0,0,0,0,0,0,0,0,0,0,2,2
6730,unhind,unhindered,0,0,0,0,0,0,0,0,0,0,2,2
6731,unencumb,unencumbered,2,5,3,0,0,0,0,0,0,0,0,10
6732,Fruición,fruition,1,1,0,0,0,0,0,0,0,0,1,3
6733,Decadencia,wanes wane waned,0,0,0,0,2,0,0,0,0,0,1,3
6734,Espléndido,splendid,0,1,0,0,0,0,0,0,0,0,1,2
6735,Rozadura,gall,0,0,0,0,0,0,0,0,0,0,3,3
6736,preconcev,preconceived,0,1,0,0,0,0,0,0,0,0,1,2
6737,Bote salvavidas,lifeboats lifeboat,0,0,0,0,0,0,0,0,0,0,2,2
6738,Marea,tidal,1,0,0,0,0,0,0,0,0,0,3,4
6739,Individualista,individualistic individualist,0,1,0,0,0,0,0,0,0,0,2,3
6740,Avers,averse aversion,0,0,0,0,0,0,0,0,0,0,1,1
6741,Experimentar,undergo undergoing,0,0,0,0,0,0,1,0,0,0,0,1
6742,Aleluya,hallelujah,0,0,1,0,0,1,0,0,0,0,0,2
6743,aprendiz,apprentice,0,1,0,0,0,0,0,0,0,0,1,2
6744,Monetarista,monetarist,0,2,2,0,0,0,0,0,0,0,1,5
6745,secreci,secrecy,0,0,0,0,0,0,0,0,0,0,2,2
6746,Plazo,termism,0,0,0,0,0,0,0,0,0,0,1,1
6747,incumbb,incumbents incumbent,0,0,0,0,0,0,0,0,0,0,1,1
6748,bilg,bilge,1,1,0,0,0,0,0,0,0,0,2,4
6749,Cultivador,growers grower,0,0,1,0,0,0,0,0,0,0,1,2
6750,Madera,lumbers lumbered,0,0,0,0,0,0,0,1,0,0,0,1
6751,Corgi,corgi,0,1,0,0,0,0,0,0,0,0,1,2
6752,Solidif,solidification,0,0,0,0,0,0,0,0,0,0,3,3
6753,bratti,bratty,0,0,0,0,0,0,0,0,0,0,2,2
6754,corollari,corollary,0,1,2,0,0,0,0,0,0,0,0,3
6755,Verdadero,truest,0,0,0,0,0,0,0,0,0,0,1,1
6756,Flagrante,flagrant,0,0,0,0,0,0,0,0,0,0,2,2
6757,drawbridg,drawbridge,1,0,0,2,0,0,0,0,0,0,0,3
6758,existenti,existentially existential,0,2,0,0,0,0,0,1,0,0,2,5
6759,incompar,incomparable,0,0,1,0,0,0,0,0,0,0,0,1
6760,undon,undone,0,0,0,0,0,0,1,0,0,0,0,1
6761,Reformista,reformists,0,0,0,0,1,0,0,0,0,0,1,2
6762,Dreami,dreamy,0,1,0,0,0,0,0,2,0,0,0,3
6763,begrudgingli,begrudgingly,0,0,0,0,0,1,0,0,0,0,1,2
6764,asymmetri,asymmetries asymmetry,0,1,0,0,0,0,0,0,0,0,1,2
6765,Peck,pecking,0,0,0,0,0,0,0,0,0,0,1,1
6766,Fortaleza,stronghold,0,1,0,0,0,0,0,0,0,0,1,2
6767,Librari,library,0,0,0,0,1,0,0,0,0,0,1,2
6768,Patrón,patronizing patronize,0,3,2,0,0,0,0,0,0,0,0,5
6769,pestil,pestilence,0,0,0,0,1,0,0,0,0,0,0,1
6770,romanticis,romanticising,0,7,0,0,0,0,0,3,0,0,0,10
6771,quagmir,quagmire,0,0,0,0,0,0,0,0,0,0,2,2
6772,unfinish,unfinished,0,0,0,1,0,0,0,0,0,0,1,2
6773,Represión,crackdown,0,0,0,1,1,0,0,0,0,0,1,3
6774,volver redactar,rewording reworded,1,0,0,0,0,0,0,0,0,0,2,3
6775,contemporari,contemporaries contemporary,0,0,0,0,0,0,0,0,0,0,1,1
6776,amplifi cador,amplifies,0,0,0,0,0,0,0,0,0,0,3,3
6777,reACTIV,reactive,0,2,0,0,0,0,0,0,0,0,2,4
6778,Afterthought,afterthought,0,1,0,0,0,0,0,1,1,3,3,9
6779,rogu,rogue,0,0,0,0,1,0,1,0,0,0,0,2
6780,furnac,furnace furnaces,0,0,0,0,1,0,0,0,0,0,0,1
6781,Producto alimenticio,foodstuffs,1,2,0,0,0,0,0,0,0,0,6,9
6782,oversuppli,oversupply,0,0,0,0,0,0,0,0,0,0,1,1
6783,Azotar,flogged flog,1,1,0,0,0,0,0,0,0,0,0,2
6784,Valerse,fend fending,0,0,1,0,0,0,0,0,0,0,1,2
6785,anular reclamación,unclaimed,0,1,0,0,1,0,1,0,0,0,0,3
6786,Ensalzar,extol,0,3,0,0,0,0,0,0,0,0,1,4
6787,Desaceleración,slowdown slowdowns,0,0,0,0,1,0,0,0,0,0,0,1
6788,Horizont,horizontal,0,0,0,0,0,0,0,0,0,0,1,1
6789,Flanco,flanking,0,0,0,0,0,0,0,0,0,0,1,1
6790,Emprendimiento,entrepreneurship,0,0,0,0,0,0,0,0,0,0,1,1
6791,burdensom,burdensome,0,0,0,0,1,0,0,0,0,0,2,3
6792,Reparar,mend,0,1,0,0,0,1,0,0,0,0,2,4
6793,Oz,oz,0,0,0,0,0,0,0,0,0,0,3,3
6794,Reanudación,rework reworked,0,0,0,0,0,0,0,0,0,0,2,2
6795,Fanni,fanny,0,1,0,0,0,0,1,0,0,0,0,2
6796,Suburbano,suburban,0,0,0,0,0,1,2,0,0,0,5,8
6797,prolifer,proliferation proliferated proliferate,0,1,0,0,0,0,0,1,0,0,0,2
6798,Basura,dustbin,0,0,0,0,0,0,0,0,0,0,1,1
6799,Lamento,lament lamenting,0,0,0,0,1,0,0,0,0,0,0,1
6800,STARTL,startle,0,0,0,0,0,0,0,0,0,0,2,2
6801,Checkmat,checkmate,0,1,0,0,0,0,0,0,0,0,1,2
6802,Meandro,meandering meander,0,1,0,0,0,1,0,2,0,0,0,4
6803,Se inclinó,leant,1,0,0,0,0,0,0,0,0,0,1,2
6804,Ravag,ravages ravaged ravage,0,0,0,0,0,0,0,0,0,0,1,1
6805,analogu,analogue,0,0,1,0,0,0,0,0,0,0,0,1
6806,no convincente,unconvinced unconvincing,0,1,1,0,0,0,0,0,0,0,0,2
6807,Ancla,anchor anchored,0,0,0,0,0,0,0,0,0,0,3,3
6808,Saliente,salient,0,0,0,1,0,2,0,0,2,0,4,9
6809,Usurpar,usurping usurped usurp,0,0,0,0,0,0,0,0,0,0,1,1
6810,conniv,connivance conniving,0,1,0,0,0,0,0,0,0,0,1,2
6811,stretchabl,stretchable,0,0,0,0,1,0,0,0,0,0,1,2
6812,homogeneies,homogenised,1,0,0,0,0,0,0,0,0,1,7,9
6813,Turbo,turbo,0,2,0,0,0,0,1,1,5,0,2,11
6814,Mac,mac,0,0,0,0,0,0,0,0,0,0,3,3
6815,Yema,yolk,0,0,0,0,0,0,0,0,0,0,2,2
6816,Encaje,laced,0,1,0,0,0,0,1,0,0,0,0,2
6817,countenanc,countenanced,0,1,0,1,0,0,0,0,0,0,1,3
6818,satisfactori,satisfactory,0,10,0,0,0,0,0,0,0,0,2,12
6819,filanpi,philanthropy,0,1,0,0,0,0,0,0,0,0,2,3
6820,Sexismo,sexism,1,1,0,1,1,2,2,0,0,1,1,10
6821,Incursión,foray,0,0,0,0,0,0,0,0,0,0,1,1
6822,Marcar,dial,1,0,0,0,0,0,1,1,1,1,6,11
6823,unbundl,unbundle,0,0,0,0,0,0,0,0,0,0,3,3
6824,más cierto,truer,0,0,4,0,0,0,0,0,2,1,1,8
6825,Alboroto,uproar,0,0,0,0,0,0,1,0,0,0,0,1
6826,decolon,decolonized decolonization,1,0,0,0,0,0,0,0,0,0,1,2
6827,subjarra,subjugated subjugating subjugation subjugate,0,0,0,0,0,2,0,0,0,0,0,2
6828,suposit,suppositions,0,0,0,1,0,0,0,2,0,0,0,3
6829,Jurista,juristic,0,1,9,0,0,0,0,0,0,0,1,11
6830,Lindan,abut,0,0,0,0,0,0,0,0,0,0,2,2
6831,heartstr,heartstrings,0,0,0,0,0,0,0,0,0,0,2,2
6832,feebl,feeble,0,0,0,0,0,0,0,0,0,0,1,1
6833,Sin duda,doubtless,2,3,3,0,0,0,0,0,2,0,1,11
6834,vibranc,vibrancy,0,0,0,0,0,0,0,0,0,0,3,3
6835,industria,accelerated accelerating accelerates accelerate,1,4,0,0,0,0,0,0,2,0,1,8
6836,Heroína,heroin,0,0,0,6,0,1,0,0,0,0,1,8
6837,exasper,exasperating exasperated exasperate,2,0,0,0,2,1,7,0,0,0,0,12
6838,Restablecer,resetting reset,0,0,0,0,0,0,0,1,0,0,0,1
6839,inventori,inventories inventory,0,0,0,0,0,0,0,0,0,0,1,1
6840,camaraderi,camaraderie,0,0,0,0,0,0,0,0,0,0,2,2
6841,Eje,shafted shafts shaft,0,0,0,0,0,2,1,0,0,0,2,5
6842,reshap,reshaping,0,0,1,0,0,0,0,1,0,0,0,2
6843,Dominio,dominion dominions,0,1,0,0,0,0,0,0,0,0,0,1
6844,Banal,banal,0,0,0,0,1,1,0,0,0,0,0,2
6845,erron Black,erroneous,0,0,0,0,1,0,0,0,0,0,0,1
6846,Matern,maternity maternal,1,0,0,0,0,0,0,0,0,0,2,3
6847,Patern,paternity,0,0,0,0,0,0,0,0,0,0,3,3
6848,Expansión,expansionism,0,0,0,0,1,0,0,0,0,0,1,2
6849,tussl,tussle,0,0,1,1,0,0,1,0,0,0,0,3
6850,golli,golly,0,0,0,0,0,0,1,0,0,0,1,2
6851,teeni,teeny,0,0,0,0,0,0,0,0,0,0,1,1
6852,windfal,windfall,0,0,0,0,1,0,0,0,0,0,0,1
6853,Premier,premier,1,0,0,0,0,0,0,0,0,0,1,2
6854,Apuntalan,underpinned underpinning,0,0,0,0,0,0,0,0,0,0,1,1
6855,hodg,hodge,0,0,0,0,0,1,0,0,0,0,0,1
6856,transitori,transitory,2,0,1,0,2,0,0,1,0,0,5,11
6857,Rupe,rupee,0,1,0,0,0,0,0,0,0,0,1,2
6858,Ungüento,ointment,1,0,6,1,0,0,0,0,0,0,4,12
6859,Revit,revitalizing revitalize,0,2,0,0,0,0,0,0,0,0,1,3
6860,Terrallende,outland,0,0,0,0,2,0,0,0,0,0,0,2
6861,hidr,carpenters,0,0,1,0,0,0,0,0,0,0,2,3
6862,absorpt,absorption,1,0,0,0,0,0,0,0,0,0,8,9
6863,Detector,detectors detector,0,1,0,0,0,0,0,0,0,0,0,1
6864,scholarli,scholarly,0,0,1,0,0,0,0,0,0,0,1,2
6865,papaci,papacy,0,0,1,0,0,0,0,0,0,0,0,1
6866,Puro,purest,0,1,0,0,0,0,0,0,0,0,0,1
6867,MIRAG,mirage,0,0,0,0,0,0,0,1,0,0,2,3
6868,defianc,defiance,1,0,0,0,0,0,0,0,0,0,0,1
6869,insuficiaci,inadequacy inadequacies,0,0,1,0,0,1,0,0,0,0,1,3
6870,Falsedad,falsehoods falsehood,0,0,0,0,1,0,0,0,0,0,0,1
6871,lowli,lowly,0,1,0,0,0,0,0,0,0,0,1,2
6872,Anhelan,yearn,2,0,0,0,1,0,1,0,0,0,6,10
6873,colonis,colonisers colonisation colonised coloniser colonise colonising,0,0,0,0,0,0,1,0,0,0,2,3
6874,incis,incisive,0,0,0,0,0,0,0,0,0,0,1,1
6875,Athlet,athletes,0,0,1,0,0,0,0,0,0,0,0,1
6876,Asombrar,astonished astonishing,0,0,0,0,0,0,0,2,0,0,1,3
6877,Llorar,whimpering,0,1,0,0,0,0,0,0,0,0,4,5
6878,Óptima,optimum,0,2,2,0,0,0,0,0,0,0,0,4
6879,irresponsables,feckless,0,1,0,0,0,0,0,0,0,0,0,1
6880,escanear,scans,0,0,0,0,0,0,0,0,0,0,8,8
6881,Bungalow,bungalow,0,0,0,0,0,0,0,0,0,0,2,2
6882,druggi,druggies,1,0,0,0,0,0,0,0,0,0,0,1
6883,Waster,wasters,0,0,0,0,5,1,0,0,0,0,2,8
6884,democráties,democratisation,0,1,0,0,1,0,0,0,0,0,1,3
6885,celos,jealousy,1,0,0,0,0,0,0,0,0,0,1,2
6886,Reorientar,reorienting,0,0,0,0,0,0,1,0,0,0,1,2
6887,Disco,harks hark,0,0,0,1,0,0,0,0,0,0,1,2
6888,stinki,stinky,0,0,0,0,1,0,0,0,0,0,0,1
6889,littor,littoral,0,1,0,0,0,0,0,0,0,0,0,1
6890,seasid,seaside,0,1,0,0,0,0,0,0,0,0,1,2
6891,unpatriot,unpatriotic,0,0,0,0,0,1,5,0,0,0,2,8
6892,Rebobinado,rewind,0,0,0,0,0,0,0,0,0,0,2,2
6893,Clan,clans clan,0,0,0,0,0,0,0,0,0,0,1,1
6894,Fauna,fauna,0,1,0,0,0,0,0,0,0,0,2,3
6895,Muslo,thigh,0,0,0,0,0,0,0,0,0,0,3,3
6896,Colono,settlers,0,1,0,0,0,0,0,0,0,0,0,1
6897,Magnate,mogul,0,1,0,0,0,0,0,0,0,0,2,3
6898,Puls,pulse,1,0,0,0,0,0,0,0,0,0,1,2
6899,chronolog,chronologically,0,0,1,0,0,0,0,0,0,0,0,1
6900,Kg,kg,0,0,0,0,0,0,0,0,0,0,2,2
6901,Estadista,statesman,0,1,0,0,0,0,0,0,0,0,2,3
6902,Desilusión,disillusionment,0,0,0,0,0,0,0,0,0,0,1,1
6903,cheapli,cheaply,0,0,0,1,0,0,0,0,0,0,0,1
6904,bankrol,bankrolling bankrolled,0,0,0,0,0,0,0,0,0,0,2,2
6905,Lejos,afield,0,0,0,0,0,1,0,0,0,0,0,1
6906,Reliv,relive,1,1,0,0,0,0,0,0,0,0,0,2
6907,Salmuera,brining,0,0,0,0,0,0,0,0,0,0,1,1
6908,Colono,colonists,1,0,0,1,0,0,0,1,0,0,0,3
6909,Refrito,rehash,2,1,0,0,0,0,1,0,0,0,0,4
6910,mathemat,mathematics mathematically mathematical,2,1,6,0,0,1,0,0,3,0,4,17
6911,Elu,elusive,0,0,0,0,0,0,0,0,0,0,1,1
6912,scath,scathing,0,0,0,0,0,1,0,0,0,0,1,2
6913,classif,classification,2,2,5,0,0,0,0,1,0,0,2,12
6914,Plantat,plantations,0,0,4,0,2,0,0,1,1,0,3,11
6915,mutini,mutiny,0,0,0,2,0,0,1,1,0,0,4,8
6916,Vapor,steamers,0,0,0,0,1,0,0,0,0,0,1,2
6917,Conscripto,conscription conscripts conscript conscripted,0,0,0,0,0,0,0,0,0,0,3,3
6918,absolv,absolve,1,3,1,0,1,0,0,0,1,1,2,10
6919,gusto,gusto,0,0,0,0,0,0,0,0,0,0,2,2
6920,ENDEM,endemic,0,0,1,1,0,0,0,1,3,1,3,10
6921,broadli,broadly,0,1,0,0,0,0,0,1,4,0,5,11
6922,culpabl,culpability,0,0,0,0,0,0,0,0,0,0,1,1
6923,Cal,whitewashing whitewash,0,0,0,0,0,1,0,0,0,0,0,1
6924,absente,absentee,0,0,0,0,3,0,0,0,0,0,0,3
6925,Interlink,interlinked,1,0,0,0,0,0,0,0,0,0,1,2
6926,Intermediario,middleman,0,1,0,1,0,0,0,0,0,0,0,2
6927,Veng,vengeful,0,0,0,0,0,0,0,0,0,0,2,2
6928,Tiburón,sharks shark,0,1,0,0,0,0,0,0,0,0,4,5
6929,Monja,nun,0,0,0,0,0,0,0,0,0,0,1,1
6930,Bona,bona,0,1,0,0,0,0,0,0,0,0,1,2
6931,Begon,begone,0,0,0,2,1,1,1,1,2,0,3,11
6932,Romper,shatter shattering,0,0,0,1,0,0,0,0,0,0,0,1
6933,Tácito,unspoken,0,0,0,0,0,0,0,0,0,0,1,1
6934,Surgic,surgical,0,0,0,1,0,0,0,0,0,0,3,4
6935,readmiss,readmission,0,0,0,0,1,0,0,0,0,0,1,2
6936,Reajustar,readjustment readjusted,0,1,1,0,0,0,0,0,0,0,0,2
6937,neurot,neurotic,0,0,0,1,0,0,0,0,0,0,2,3
6938,Thrash,thrashing,0,0,0,1,0,0,0,0,0,0,0,1
6939,forsak,forsaking forsake,0,0,1,1,0,0,0,0,0,0,0,2
6940,rooki,rookie,0,1,0,0,0,0,0,0,0,0,2,3
6941,bookmak,bookmakers bookmaker,0,1,0,0,0,0,0,0,0,0,2,3
6942,Retraer,retraction retract retracting retracted,0,0,0,1,0,0,0,0,0,0,1,2
6943,Trenza,plait,1,0,0,0,0,0,0,0,0,0,1,2
6944,phonet,phonetic,0,0,1,0,0,0,0,0,0,0,0,1
6945,Locali,residential,1,1,4,0,0,0,0,0,2,0,3,11
6946,más codicioso,greediest,0,0,0,0,0,0,1,0,0,0,1,2
6947,intermediari,intermediary,1,0,0,0,0,0,0,0,0,0,0,1
6948,Redirigir,redirect redirecting,1,0,0,0,0,0,0,0,0,0,1,2
6949,gatekeep,gatekeepers,0,0,0,0,0,0,0,0,0,0,3,3
6950,vacuou,vacuous,0,0,0,0,0,0,0,0,0,0,2,2
6951,venganc,vengeance,0,0,0,0,0,0,1,0,0,0,0,1
6952,amiabl,amiably,0,2,0,0,0,0,0,0,0,0,0,2
6953,hallucin,hallucination,0,0,0,0,0,0,0,0,0,0,2,2
6954,pérg,furniture,0,2,0,0,0,1,0,0,0,0,2,5
6955,Dormido,asleep,0,0,0,0,0,0,0,0,0,0,1,1
6956,Raspador,scrapers,0,2,0,0,0,0,0,0,0,0,6,8
6957,multilingu,multilingual,0,0,0,0,0,0,0,1,0,0,1,2
6958,Muelle,docks,0,0,0,0,0,0,0,0,0,0,2,2
6959,Hipo,hiccups hiccup,0,0,0,0,0,0,0,1,0,0,1,2
6960,Ferviente,fervently fervent,1,0,0,0,0,1,0,0,0,0,0,2
6961,Gallinero,roost,0,1,0,0,0,0,0,0,0,0,2,3
6962,Leviatán,leviathan,0,0,0,0,0,0,0,0,0,0,2,2
6963,Behemoth,behemoths behemoth,0,0,0,0,0,0,0,1,0,0,0,1
6964,Reagrupar,regrouped,0,0,0,0,0,1,0,0,0,0,0,1
6965,francophon,francophone,0,0,0,0,0,0,0,0,0,0,1,1
6966,Talón,heel heeled heels,1,1,0,0,0,0,0,0,0,0,0,2
6967,Surmenaje,overworked overwork,0,0,0,0,0,0,0,0,0,0,1,1
6968,Prise,prise,0,1,0,0,0,1,0,1,0,0,0,3
6969,Cerdo,hog,0,0,0,0,0,1,0,0,0,0,2,3
6970,Indulgente,lenient leniently,1,0,0,0,0,0,0,0,0,0,1,2
6971,Renunciar,forego,0,0,0,0,0,0,0,0,0,0,1,1
6972,incorrig,incorrigible,0,0,0,0,2,2,1,0,0,1,4,10
6973,Fresa,burred,1,0,0,2,1,0,0,1,1,1,4,11
6974,estuari,estuary,0,0,0,0,0,0,0,0,0,0,2,2
6975,diversifi,diversify diversified diversifying,0,0,0,0,0,0,0,0,0,0,1,1
6976,Revisión,recheck,0,0,0,0,0,0,0,1,0,0,0,1
6977,Discernir,discern discernible,0,1,0,0,0,0,0,0,0,0,0,1
6978,Dron,drones drone,0,0,0,1,0,0,0,0,0,0,7,8
6979,Alegre,gleeful,0,4,0,0,0,0,0,0,0,0,0,4
6980,nudg,nudging nudge,1,0,0,0,0,0,0,0,0,0,0,1
6981,Fondo,backdrop,0,0,0,0,0,0,0,0,0,0,1,1
6982,estrang,estranged,0,0,0,0,0,0,0,1,0,0,0,1
6983,Shun,shuns shunned shunning,0,0,0,1,0,1,0,0,0,0,0,2
6984,estrecha,narrowly,0,0,1,2,2,0,0,1,1,7,3,17
6985,porou,porous,0,0,0,0,0,0,0,0,0,0,2,2
6986,Ilimitada,limitless,0,1,0,0,0,0,0,0,0,0,2,3
6987,Maratón,marathon,0,2,0,0,0,0,0,0,0,0,3,5
6988,befuddl,befuddled,0,0,0,0,0,0,0,1,0,0,0,1
6989,Remache,clinch clinched,0,0,0,0,0,0,0,1,0,0,1,2
6990,Telefono,telephone telephones,1,0,0,0,0,0,0,0,0,0,0,1
6991,gravedigg,gravediggers,0,0,0,0,0,0,0,0,0,0,1,1
6992,Encuestador,pollsters pollster,0,0,0,0,0,0,0,0,0,0,9,9
6993,Ting,tinged ting,0,1,1,0,0,0,0,0,0,0,0,2
6994,Vasija,crock,0,0,0,0,1,0,0,0,0,0,1,2
6995,Orbe,orb,0,0,0,0,0,1,1,0,0,0,3,5
6996,Combinación,meld,0,0,0,0,0,0,0,0,0,0,1,1
6997,firewal,firewall,0,0,0,0,1,0,0,0,0,0,0,1
6998,aferr,seizure,0,0,0,1,0,0,0,0,0,0,0,1
6999,Broma,prank,0,0,0,0,0,0,0,0,0,0,2,2
7000,Resplandor,glow glowing,0,4,0,0,0,0,0,1,4,0,1,10
7001,Esencia,gist,4,1,2,0,1,0,0,1,2,3,4,18
7002,Ateo,godless,0,0,0,0,0,0,0,0,0,0,1,1
7003,debas,debase,0,0,0,0,0,1,0,0,0,0,2,3
7004,Fragmento,snippets,0,0,0,0,0,0,0,0,0,0,4,4
7005,Nalga,buttocks,0,0,0,0,0,0,0,0,0,0,1,1
7006,Fluido,fluid fluids,0,0,0,0,0,0,0,0,0,0,2,2
7007,Oveja,ewe,0,0,0,0,0,0,0,0,0,0,3,3
7008,pitfal,pitfalls,0,0,0,0,0,1,1,1,0,0,0,3
7009,Khan,khan,1,0,1,1,0,0,0,0,0,0,2,5
7010,irrepar,irreparable,0,0,0,0,1,0,0,0,0,0,0,1
7011,Misti,misty,0,0,0,0,0,0,0,0,0,0,1,1
7012,Cúspide,cusp,0,0,0,0,0,0,0,0,0,0,2,2
7013,signifi,signifies,0,1,0,0,0,0,0,0,0,0,1,2
7014,intransig,intransigence intransigent,0,2,0,0,0,0,0,0,0,0,0,2
7015,Uva,grapes,0,0,0,0,0,0,0,0,0,0,1,1
7016,Objetor,objector,0,0,0,0,1,0,2,0,0,0,5,8
7017,Complemento,complemented complement,0,1,0,0,0,0,0,0,0,0,1,2
7018,Sincero,heartfelt,0,0,0,0,0,0,1,0,0,0,1,2
7019,Vudú,voodoo,0,0,0,0,0,0,0,0,0,0,2,2
7020,Solac,solace,0,0,0,0,1,0,0,0,0,0,1,2
7021,Dieciocho,eighteen,0,0,0,0,0,0,0,0,0,0,5,5
7022,hoja,leafy,0,0,0,0,0,0,0,0,0,0,1,1
7023,basebal,baseball,0,0,0,1,0,0,0,0,0,0,1,2
7024,Borracho,drunken,0,0,0,0,0,1,0,0,0,0,0,1
7025,destornillov,screwdriver,0,0,0,1,0,0,0,0,0,0,2,3
7026,Estratega,strategist,0,0,0,0,0,0,0,0,0,0,2,2
7027,Rata,ratted rat rats,1,0,0,0,0,0,0,0,0,0,0,1
7028,reformul,reformulate,3,0,1,0,0,0,0,5,0,0,1,10
7029,Suave,softer,0,0,0,0,0,0,0,0,0,0,2,2
7030,poten,cursed cursing curse curses,0,0,0,0,0,0,1,0,0,0,0,1
7031,shopkeep,shopkeepers shopkeeper,0,0,0,0,0,0,0,0,0,0,2,2
7032,Implícita,implicit,1,0,0,0,0,0,0,0,0,0,0,1
7033,Clon,clone clones,0,0,0,1,0,0,0,0,0,0,1,2
7034,Nefari,nefarious,0,0,0,0,0,1,0,1,0,0,0,2
7035,Brillo,shimmering,0,0,0,0,0,0,0,0,0,0,1,1
7036,Subtexto,subtext,1,0,0,0,0,0,0,1,0,0,0,2
7037,Abandonado,forsaken,0,1,0,1,3,0,0,0,0,0,0,5
7038,bumbl,bumbling,0,0,0,1,1,0,1,0,0,0,0,3
7039,Afluencia,inflow inflows,0,0,0,0,0,0,0,0,0,0,2,2
7040,Traumat,traumatized traumatic,0,0,0,0,0,0,0,0,0,0,1,1
7041,fickl,fickle fickleness,0,0,0,0,1,1,0,0,2,2,2,8
7042,Fuente,font,0,0,2,0,0,0,0,0,0,0,0,2
7043,Chamán,shamans,0,0,0,0,0,0,0,0,0,0,3,3
7044,breweri,breweries brewery,0,0,0,0,1,0,0,0,0,0,0,1
7045,inextric,inextricably,0,0,0,0,0,0,0,0,0,0,1,1
7046,Panacea,panacea,0,0,0,0,0,0,0,0,0,0,1,1
7047,Encod,encoded,0,0,0,0,0,1,0,0,0,0,1,2
7048,Nada,naught,0,1,0,0,0,0,0,0,0,0,2,3
7049,Ram,ram rammed,1,0,0,0,0,0,0,0,0,0,1,2
7050,Renuncia,waivers waiver,0,1,1,1,2,1,3,1,0,0,1,11
7051,repuls,repulsive,0,0,0,0,0,1,0,0,0,0,2,3
7052,Ici,icy,0,0,1,5,1,1,0,1,0,0,2,11
7053,Extraña,strangest,1,0,0,0,1,0,0,0,0,0,0,2
7054,ballgam,ballgame,0,5,0,0,0,0,0,0,0,0,3,8
7055,pessim,pessimism,0,0,0,0,1,0,0,0,0,0,0,1
7056,Regreso,comeback,1,0,0,0,0,0,0,0,0,0,8,9
7057,bancarroci,bankruptcy,0,2,0,1,3,0,0,1,0,0,1,8
7058,Pelusa,fluff,0,0,0,0,0,0,0,0,0,0,2,2
7059,Reemplazado,overridden,0,0,0,0,0,0,0,0,0,0,1,1
7060,exposur,exposure,0,0,0,0,0,1,0,0,0,0,2,3
7061,inconvenienc,inconvenienced,0,0,0,0,1,0,0,0,0,0,0,1
